EwbNo,DocNo,VehicleNo,Distance
943728043363,INV-13492,TS09AB9744,488
150294864935,INV-13494,TS09AB6753,837
533782158683,INV-13495,TS09AB9859,471
879897829742,INV-13496,TS09AB4926,441
437444438652,INV-13497,TS09AB8764,218
151791751829,INV-13498,TS09AB4992,895
534627487401,INV-13499,TS09AB3015,198
744996256705,INV-13502,TS09AB3861,509
494741953802,INV-13503,TS09AB8971,991
363156911644,INV-13504,TS09AB2586,766
449571943065,INV-13505,TS09AB6484,736
467726803017,INV-13506,TS09AB1085,47
923829941945,INV-13507,TS09AB1125,645
225182390336,INV-13508,TS09AB1046,880
608799384043,INV-13509,TS09AB6798,183
174309949660,INV-13510,TS09AB8447,639
700690912594,INV-13511,TS09AB2445,968
105439511258,INV-13512,TS09AB7969,943
928855180668,INV-13513,TS09AB1910,278
124869763260,INV-13514,TS09AB8366,87
633432832683,INV-13515,TS09AB8835,909
212827098222,INV-13516,TS09AB1561,103
157287052733,INV-13518,TS09AB4846,668
305205974053,INV-13519,TS09AB5979,969
637332421480,INV-13520,TS09AB7952,726
340453172686,INV-13521,TS09AB4355,790
143591991335,INV-13523,TS09AB7534,960
296462766340,INV-13524,TS09AB4690,189
677187886373,INV-13525,TS09AB1022,408
519416857147,INV-13526,TS09AB4904,659
747371254810,INV-13527,TS09AB2730,150
937037804448,INV-13528,TS09AB6836,572
428996588218,INV-13529,TS09AB2006,271
426873722784,INV-13531,TS09AB9308,690
814349424631,INV-13532,TS09AB6737,143
625061556005,INV-13533,TS09AB2763,417
712081942393,INV-13534,TS09AB7682,968
144971763357,INV-13536,TS09AB5020,459
854505811803,INV-13537,TS09AB9228,183
249524946370,INV-13538,TS09AB9185,221
573704131195,INV-13539,TS09AB7500,80
812231939096,INV-13540,TS09AB8113,948
541311768585,INV-13541,TS09AB9293,957
689457062861,INV-13542,TS09AB9300,866
902995504389,INV-13544,TS09AB3315,584
911710061299,INV-13545,TS09AB4202,683
389214329639,INV-13546,TS09AB2272,622
878549111735,INV-13547,TS09AB9029,668
374696469118,INV-13548,TS09AB2919,73
141560314701,INV-13549,TS09AB3095,832
315927965787,INV-13550,TS09AB9041,983
828146835238,INV-13551,TS09AB9803,307
706012051313,INV-13552,TS09AB8933,686
311751916776,INV-13554,TS09AB2151,278
133312951387,INV-13555,TS09AB3348,648
582463300766,INV-13556,TS09AB8394,16
506837861995,INV-13557,TS09AB8822,908
606199703318,INV-13558,TS09AB8783,618
684504865557,INV-13560,TS09AB6870,865
893361045370,INV-13561,TS09AB4694,939
676692172999,INV-13562,TS09AB4391,458
567247986673,INV-13563,TS09AB1916,245
315170079364,INV-13564,TS09AB7755,379
201195268845,INV-13565,TS09AB8559,665
597663457392,INV-13567,TS09AB7041,943
107314342144,INV-13568,TS09AB2064,864
850761285547,INV-13569,TS09AB8187,199
598371852204,INV-13570,TS09AB9060,325
786316519682,INV-13571,TS09AB4615,267
104609869002,INV-13572,TS09AB1561,641
516860525388,INV-13573,TS09AB2663,39
841919986577,INV-13574,TS09AB9934,850
380317362707,INV-13575,TS09AB7653,463
716370980963,INV-13576,TS09AB9161,935
584211792198,INV-13577,TS09AB9182,712
789569023108,INV-13578,TS09AB4908,277
461027910255,INV-13579,TS09AB7756,96
906386250834,INV-13580,TS09AB7385,257
256354610335,INV-13581,TS09AB2669,91
603093941071,INV-13582,TS09AB6908,264
508302338757,INV-13583,TS09AB9782,879
550669405409,INV-13584,TS09AB8548,886
466375829545,INV-13585,TS09AB8742,432
736509117892,INV-13586,TS09AB7451,982
433317391764,INV-13587,TS09AB3571,742
684021865698,INV-13588,TS09AB7985,970
504367887110,INV-13589,TS09AB2435,854
871521115364,INV-13591,TS09AB6007,720
422017416654,INV-13592,TS09AB1972,996
993825660147,INV-13594,TS09AB6994,512
213461479088,INV-13595,TS09AB9516,727
740329235517,INV-13596,TS09AB6384,917
938302089814,INV-13597,TS09AB2255,641
530383463471,INV-13599,TS09AB1114,535
601837352162,INV-13600,TS09AB9856,228
421216740749,INV-13602,TS09AB5651,67
548145097245,INV-13603,TS09AB9085,351
205384497771,INV-13604,TS09AB2537,116
469456715912,INV-13605,TS09AB1404,241
441242507816,INV-13606,TS09AB2019,40
731047398567,INV-13608,TS09AB1833,165
797411067628,INV-13609,TS09AB8105,505
650401397557,INV-13610,TS09AB1413,703
314365086470,INV-13611,TS09AB4883,365
227952535550,INV-13612,TS09AB4768,351
863811088854,INV-13613,TS09AB3271,660
900884636926,INV-13614,TS09AB1791,877
240430276070,INV-13615,TS09AB7835,893
684130887152,INV-13616,TS09AB7983,553
867245804642,INV-13617,TS09AB5380,647
502765549573,INV-13618,TS09AB7989,88
195586297859,INV-13619,TS09AB3678,918
975716193463,INV-13620,TS09AB4581,173
306477244934,INV-13621,TS09AB3002,826
195541077064,INV-13622,TS09AB8762,199
797968973692,INV-13624,TS09AB3039,878
795246330411,INV-13625,TS09AB4082,579
637443950268,INV-13628,TS09AB1893,855
343107056427,INV-13629,TS09AB8473,210
162683089201,INV-13630,TS09AB9042,73
562347186817,INV-13631,TS09AB9203,196
106131653767,INV-13632,TS09AB1915,607
192882678585,INV-13633,TS09AB3902,205
479432942566,INV-13634,TS09AB2034,642
986922739251,INV-13635,TS09AB2263,481
562167244308,INV-13636,TS09AB4606,343
105930805399,INV-13637,TS09AB7600,576
585237364748,INV-13638,TS09AB4027,171
550106585219,INV-13639,TS09AB2980,187
721196716522,INV-13640,TS09AB1231,720
116022614660,INV-13641,TS09AB6943,887
855959806132,INV-13643,TS09AB1671,427
333983248425,INV-13644,TS09AB6053,522
671554711715,INV-13645,TS09AB2730,344
797869319621,INV-13646,TS09AB7888,591
476544746909,INV-13647,TS09AB1089,171
863319109813,INV-13648,TS09AB6181,84
673520256119,INV-13649,TS09AB9027,626
306189820481,INV-13650,TS09AB2579,489
445746875170,INV-13652,TS09AB3328,976
300629727484,INV-13654,TS09AB6810,843
252344689150,INV-13655,TS09AB4281,366
477883397810,INV-13656,TS09AB9020,932
539724351486,INV-13658,TS09AB6273,717
810588407302,INV-13659,TS09AB2925,571
180195120494,INV-13660,TS09AB3029,990
609290653432,INV-13661,TS09AB6009,814
120004930197,INV-13662,TS09AB8364,482
590218279655,INV-13664,TS09AB7815,164
111077682802,INV-13666,TS09AB4387,41
441343170813,INV-13667,TS09AB2441,877
453547433245,INV-13668,TS09AB7357,167
895701084126,INV-13669,TS09AB5264,681
917639876520,INV-13670,TS09AB2564,283
298017939157,INV-13671,TS09AB5845,355
422683302855,INV-13672,TS09AB5252,987
173487506587,INV-13673,TS09AB2071,116
154951142475,INV-13674,TS09AB3426,939
712528432700,INV-13676,TS09AB7169,887
550906800383,INV-13677,TS09AB8902,101
986980328171,INV-13679,TS09AB8003,925
209580759862,INV-13680,TS09AB8741,957
542227189344,INV-13681,TS09AB7767,695
710942499232,INV-13682,TS09AB8917,314
237070889111,INV-13683,TS09AB4785,871
511868596569,INV-13684,TS09AB5093,571
886386541008,INV-13685,TS09AB5709,978
408061786856,INV-13686,TS09AB3485,866
398765369895,INV-13687,TS09AB7971,604
146424854683,INV-13688,TS09AB6943,154
569128717956,INV-13690,TS09AB8603,410
759375756621,INV-13691,TS09AB4419,426
375883969716,INV-13692,TS09AB6053,797
620391465359,INV-13693,TS09AB2159,414
846694696494,INV-13694,TS09AB3730,28
449358965630,INV-13695,TS09AB5170,33
238185063217,INV-13696,TS09AB5605,285
503923038993,INV-13697,TS09AB3522,895
520241860978,INV-13698,TS09AB3712,767
807130664022,INV-13699,TS09AB6395,811
570495644406,INV-13701,TS09AB6750,249
856307380166,INV-13702,TS09AB8825,554
238622231506,INV-13703,TS09AB3261,741
867886671491,INV-13704,TS09AB8369,682
738827239839,INV-13705,TS09AB3589,93
804697477108,INV-13706,TS09AB9460,572
299465400863,INV-13708,TS09AB3346,851
830305631519,INV-13710,TS09AB5040,572
955432993002,INV-13711,TS09AB1971,681
405036907998,INV-13712,TS09AB9322,609
836872319345,INV-13713,TS09AB7040,790
471209869899,INV-13714,TS09AB5999,438
908750872375,INV-13715,TS09AB8117,833
396581407039,INV-13716,TS09AB6146,787
768306729916,INV-13717,TS09AB4386,657
203445120827,INV-13718,TS09AB4013,412
950062465292,INV-13719,TS09AB1901,105
124059565860,INV-13720,TS09AB9593,896
573140834897,INV-13721,TS09AB3475,991
651752121869,INV-13722,TS09AB2177,39
963333946501,INV-13723,TS09AB8727,19
636398458256,INV-13724,TS09AB7372,778
709428021056,INV-13725,TS09AB5970,676
573038027864,INV-13726,TS09AB3966,385
753400151712,INV-13727,TS09AB1540,597
492946551199,INV-13728,TS09AB6922,906
635526015792,INV-13729,TS09AB8376,960
994073419133,INV-13730,TS09AB3840,382
280190994927,INV-13731,TS09AB6776,159
398313531779,INV-13732,TS09AB7097,431
285737651054,INV-13733,TS09AB3788,927
531529694184,INV-13734,TS09AB4444,741
618869747149,INV-13735,TS09AB3910,986
618139051907,INV-13736,TS09AB7852,156
323861527960,INV-13738,TS09AB7219,698
722122213215,INV-13739,TS09AB7233,941
824594726585,INV-13740,TS09AB9903,531
237532389796,INV-13742,TS09AB2271,158
678991503374,INV-13743,TS09AB5049,492
353934998984,INV-13744,TS09AB4592,1000
584413088874,INV-13745,TS09AB6947,375
353887807581,INV-13746,TS09AB1256,691
370240412097,INV-13747,TS09AB8952,536
859351119112,INV-13748,TS09AB1718,27
655785799106,INV-13749,TS09AB6306,100
811568388385,INV-13750,TS09AB6148,776
272960727548,INV-13751,TS09AB3257,143
793617651722,INV-13752,TS09AB4649,798
242276633827,INV-13753,TS09AB4146,162
682894779151,INV-13754,TS09AB4273,501
209753427203,INV-13755,TS09AB5079,717
201422760529,INV-13756,TS09AB3434,611
752120334490,INV-13758,TS09AB3307,668
875508404804,INV-13759,TS09AB2169,915
519343792741,INV-13760,TS09AB3434,788
903092759393,INV-13761,TS09AB4224,785
758880488349,INV-13762,TS09AB1275,898
832378907857,INV-13763,TS09AB7768,190
698478391907,INV-13764,TS09AB4543,913
609780983187,INV-13765,TS09AB6336,742
726592893489,INV-13766,TS09AB6457,783
129634598539,INV-13767,TS09AB4601,300
720421301068,INV-13768,TS09AB9081,304
370878717104,INV-13769,TS09AB4733,863
280564417528,INV-13770,TS09AB8944,203
134014899782,INV-13771,TS09AB8237,735
946591802675,INV-13772,TS09AB4707,349
399675231118,INV-13773,TS09AB5367,954
382186047103,INV-13774,TS09AB7611,686
787187266307,INV-13775,TS09AB3562,97
359068812534,INV-13776,TS09AB6501,521
288350107686,INV-13777,TS09AB5672,15
308217278140,INV-13778,TS09AB3208,651
546697715749,INV-13781,TS09AB6772,815
350788391212,INV-13782,TS09AB1208,740
252412534110,INV-13783,TS09AB8329,441
164810890518,INV-13784,TS09AB7449,774
735153449384,INV-13785,TS09AB7410,118
628361004267,INV-13786,TS09AB7676,558
319830715952,INV-13788,TS09AB2025,686
579504537976,INV-13789,TS09AB7608,864
126247137182,INV-13790,TS09AB5592,198
906058768335,INV-13791,TS09AB5010,915
379255702769,INV-13792,TS09AB9881,146
938289644805,INV-13793,TS09AB7325,19
902369550802,INV-13794,TS09AB9401,584
953552333961,INV-13796,TS09AB2791,622
641553521616,INV-13798,TS09AB4085,773
678054405691,INV-13799,TS09AB1333,176
794370668876,INV-13800,TS09AB4920,75
518312737158,INV-13801,TS09AB8444,763
584971493893,INV-13802,TS09AB2880,909
225693985104,INV-13803,TS09AB4713,737
526761369693,INV-13804,TS09AB3936,856
686990022369,INV-13805,TS09AB9709,130
927703397328,INV-13806,TS09AB2339,201
938180287205,INV-13807,TS09AB7759,139
929025826983,INV-13809,TS09AB1476,598
792864895102,INV-13810,TS09AB4097,606
231435486270,INV-13811,TS09AB2126,359
782432915053,INV-13812,TS09AB2877,758
756309589551,INV-13813,TS09AB2179,558
730485130927,INV-13814,TS09AB4330,918
855590719794,INV-13815,TS09AB3636,613
623501954111,INV-13816,TS09AB5370,514
579552880969,INV-13817,TS09AB3547,367
500815763688,INV-13819,TS09AB9771,506
248069112502,INV-13820,TS09AB1512,871
354518289095,INV-13821,TS09AB6441,466
298754871500,INV-13822,TS09AB1726,811
731043248800,INV-13823,TS09AB4916,940
406106145186,INV-13824,TS09AB7661,692
559564740120,INV-13825,TS09AB6825,363
192771540475,INV-13826,TS09AB6108,296
246909667366,INV-13827,TS09AB9378,601
316692816155,INV-13828,TS09AB5417,412
638113166725,INV-13829,TS09AB3846,612
287514264376,INV-13830,TS09AB1190,365
153196886034,INV-13831,TS09AB9398,538
937373027177,INV-13832,TS09AB5423,39
913392087759,INV-13833,TS09AB3971,109
823597407379,INV-13836,TS09AB9679,630
436215040670,INV-13837,TS09AB6542,176
522837773323,INV-13838,TS09AB4555,968
472417155160,INV-13840,TS09AB8003,214
813891257518,INV-13841,TS09AB5137,383
665273542324,INV-13842,TS09AB3994,873
210147235695,INV-13844,TS09AB6591,62
432432089449,INV-13845,TS09AB6783,29
387032509181,INV-13846,TS09AB2702,541
929790309841,INV-13847,TS09AB1751,379
659405773124,INV-13848,TS09AB5747,152
586341844632,INV-13849,TS09AB5336,476
811641514722,INV-13850,TS09AB5163,265
530114907453,INV-13851,TS09AB4137,372
474948798721,INV-13852,TS09AB6832,833
996911353254,INV-13853,TS09AB6891,696
907383149018,INV-13855,TS09AB7925,616
424056753179,INV-13856,TS09AB1719,867
614760061150,INV-13857,TS09AB8842,476
262962700761,INV-13858,TS09AB6497,187
678031609877,INV-13859,TS09AB8316,558
799800984995,INV-13860,TS09AB5352,274
185487198123,INV-13861,TS09AB1152,138
145185147976,INV-13862,TS09AB7621,392
439234177940,INV-13863,TS09AB2282,223
849384362399,INV-13864,TS09AB6314,388
735843046987,INV-13865,TS09AB4629,898
753703432172,INV-13867,TS09AB3854,464
537958105823,INV-13868,TS09AB7958,608
207207845499,INV-13869,TS09AB5773,238
141313044860,INV-13870,TS09AB2529,176
677508124188,INV-13871,TS09AB5455,661
253073537168,INV-13872,TS09AB7195,881
833215672499,INV-13874,TS09AB5226,795
241735658472,INV-13875,TS09AB8771,725
110778062051,INV-13876,TS09AB5357,656
361086750579,INV-13877,TS09AB8353,763
540638251867,INV-13878,TS09AB1183,282
502634311520,INV-13879,TS09AB9667,892
272210586023,INV-13880,TS09AB7841,418
205082366271,INV-13881,TS09AB7005,171
252093170199,INV-13882,TS09AB6453,317
956137923789,INV-13883,TS09AB4766,913
316988819290,INV-13884,TS09AB5052,761
753367610388,INV-13885,TS09AB6591,245
892201474562,INV-13886,TS09AB9402,317
552290564372,INV-13887,TS09AB1960,998
136853672714,INV-13888,TS09AB5690,392
873877276568,INV-13889,TS09AB8816,175
901499426483,INV-13890,TS09AB6364,930
933907197997,INV-13891,TS09AB9827,943
620849989484,INV-13892,TS09AB7417,24
477753923862,INV-13894,TS09AB5862,865
907561594669,INV-13895,TS09AB7987,819
605301716184,INV-13896,TS09AB3335,669
128881691228,INV-13899,TS09AB5671,519
440822216346,INV-13901,TS09AB8287,352
464846639502,INV-13902,TS09AB6251,798
498089772023,INV-13903,TS09AB1796,574
858143811873,INV-13904,TS09AB6238,140
127725822777,INV-13905,TS09AB1796,874
181930324699,INV-13906,TS09AB9662,756
879664799607,INV-13907,TS09AB6424,187
594836604667,INV-13908,TS09AB1613,317
721735807295,INV-13909,TS09AB1474,762
238315800996,INV-13910,TS09AB1486,261
810473712181,INV-13911,TS09AB5155,406
411433158032,INV-13913,TS09AB4267,43
654942334227,INV-13915,TS09AB7578,674
290097883192,INV-13917,TS09AB5610,937
672422043544,INV-13918,TS09AB7865,382
942226750614,INV-13919,TS09AB4239,355
151182210832,INV-13920,TS09AB8773,141
393604931642,INV-13922,TS09AB5009,223
989773643894,INV-13923,TS09AB8717,201
560427224466,INV-13924,TS09AB2973,392
482732062716,INV-13928,TS09AB4769,720
987979122826,INV-13929,TS09AB7403,555
168479516762,INV-13930,TS09AB2364,977
502276257143,INV-13932,TS09AB9166,552
842681618796,INV-13934,TS09AB9899,689
539734068946,INV-13935,TS09AB4348,30
387962888305,INV-13936,TS09AB8417,980
768541893524,INV-13937,TS09AB2820,665
235625296796,INV-13940,TS09AB8161,843
161701902148,INV-13941,TS09AB5879,709
493090119988,INV-13943,TS09AB2192,860
441317577901,INV-13944,TS09AB5093,340
923173727922,INV-13945,TS09AB9276,868
145541079425,INV-13946,TS09AB5474,191
990040722431,INV-13947,TS09AB1430,455
373278129139,INV-13948,TS09AB7606,140
240472055369,INV-13949,TS09AB9294,780
211622198773,INV-13950,TS09AB4582,135
295266756530,INV-13951,TS09AB8422,914
921463735072,INV-13952,TS09AB3358,681
449340945355,INV-13953,TS09AB4445,328
447981300031,INV-13954,TS09AB6468,662
357187630623,INV-13955,TS09AB2027,715
209155329263,INV-13956,TS09AB3604,466
242602730617,INV-13957,TS09AB1499,112
378200506243,INV-13958,TS09AB9586,433
248179537694,INV-13959,TS09AB7903,219
515863781453,INV-13960,TS09AB1870,874
187049495425,INV-13961,TS09AB5239,88
804428061511,INV-13962,TS09AB2727,729
634601919430,INV-13963,TS09AB3294,602
163508557085,INV-13965,TS09AB6027,442
429486710734,INV-13966,TS09AB3805,415
239275048787,INV-13968,TS09AB6946,159
152991597973,INV-13969,TS09AB7581,25
572929583660,INV-13970,TS09AB7739,624
208937688745,INV-13971,TS09AB8235,931
544628183271,INV-13972,TS09AB3734,246
339267085491,INV-13973,TS09AB5767,240
998374516285,INV-13974,TS09AB4575,175
375722591700,INV-13976,TS09AB6846,707
569969332434,INV-13977,TS09AB4496,678
874857441601,INV-13978,TS09AB3349,196
481366674721,INV-13979,TS09AB5991,375
187080313545,INV-13980,TS09AB2172,790
117335579966,INV-13981,TS09AB9517,998
914778702298,INV-13982,TS09AB5966,519
213912276329,INV-13983,TS09AB4442,751
199175068972,INV-13984,TS09AB8021,528
904224658055,INV-13985,TS09AB4612,889
917188962417,INV-13986,TS09AB9134,986
710837799627,INV-13987,TS09AB9624,552
332662664906,INV-13989,TS09AB9628,924
353759022681,INV-13990,TS09AB1820,920
574455085612,INV-13991,TS09AB3641,819
453785973794,INV-13992,TS09AB2467,888
870826860091,INV-13996,TS09AB7866,165
846908318905,INV-13997,TS09AB3456,514
181109134684,INV-13999,TS09AB2643,954
419761643130,INV-14000,TS09AB5905,696
621025286033,INV-14001,TS09AB8718,507
508709488159,INV-14002,TS09AB3526,573
421651590957,INV-14003,TS09AB9100,623
766635951246,INV-14004,TS09AB2691,842
865092700915,INV-14005,TS09AB1142,443
239052107541,INV-14006,TS09AB1972,647
203132314515,INV-14007,TS09AB6507,285
544021066035,INV-14008,TS09AB4662,342
686946392430,INV-14009,TS09AB1479,14
382801622458,INV-14010,TS09AB5627,324
393023638593,INV-14011,TS09AB6783,165
130163899732,INV-14013,TS09AB9103,365
826747186146,INV-14014,TS09AB9489,694
173269589789,INV-14016,TS09AB7554,701
848192692981,INV-14017,TS09AB7753,520
238873495296,INV-14018,TS09AB3467,160
647418450335,INV-14019,TS09AB1215,38
233485653310,INV-14020,TS09AB2676,750
165145140887,INV-14021,TS09AB8477,583
913434340632,INV-14022,TS09AB7284,977
410343916972,INV-14024,TS09AB5867,74
838890266709,INV-14025,TS09AB6496,905
278856544633,INV-14026,TS09AB2979,30
357291172812,INV-14027,TS09AB6557,124
954240049312,INV-14029,TS09AB6603,796
295927085146,INV-14030,TS09AB8613,655
658918665991,INV-14031,TS09AB3654,352
406851927317,INV-14033,TS09AB8327,988
243736572685,INV-14034,TS09AB1036,695
127884629262,INV-14035,TS09AB2777,13
653968486160,INV-14036,TS09AB1469,943
235106921090,INV-14037,TS09AB5838,474
433337757424,INV-14038,TS09AB9339,793
867825974104,INV-14039,TS09AB8997,450
219420139732,INV-14040,TS09AB4510,24
298731532001,INV-14041,TS09AB1744,82
149710174781,INV-14042,TS09AB4956,546
146617420014,INV-14043,TS09AB3192,810
412658257795,INV-14044,TS09AB8518,883
769367778651,INV-14046,TS09AB8071,385
374882167853,INV-14047,TS09AB6474,486
856425734890,INV-14048,TS09AB6571,576
257345829021,INV-14050,TS09AB1702,241
815423417031,INV-14051,TS09AB7390,592
141744679858,INV-14052,TS09AB4749,790
304102257298,INV-14054,TS09AB1578,691
596175722561,INV-14055,TS09AB9120,696
910023504523,INV-14056,TS09AB6670,812
299926708474,INV-14057,TS09AB1099,795
817612592199,INV-14059,TS09AB1626,618
225665148164,INV-14060,TS09AB1513,792
550141453390,INV-14061,TS09AB5234,435
530416956254,INV-14062,TS09AB1438,670
119775382822,INV-14063,TS09AB5295,443
672114609641,INV-14064,TS09AB7626,237
767806619302,INV-14066,TS09AB2101,308
227304135861,INV-14068,TS09AB7839,251
291407716664,INV-14069,TS09AB6873,152
427998877761,INV-14070,TS09AB3641,718
948822202084,INV-14071,TS09AB3712,874
177711813473,INV-14072,TS09AB4022,331
242421423432,INV-14074,TS09AB8605,213
931054209961,INV-14075,TS09AB5337,249
559788481259,INV-14076,TS09AB8863,997
655752597962,INV-14077,TS09AB2426,632
792239006457,INV-14078,TS09AB6395,646
430318121136,INV-14079,TS09AB7701,976
453964130287,INV-14080,TS09AB8518,285
305063405758,INV-14081,TS09AB3693,530
912730701966,INV-14082,TS09AB9013,389
287036338365,INV-14083,TS09AB1563,414
605054405145,INV-14084,TS09AB4383,640
435292985517,INV-14085,TS09AB5453,617
210467938103,INV-14086,TS09AB5410,158
910838388206,INV-14087,TS09AB6965,472
440559763651,INV-14088,TS09AB9144,216
696693696299,INV-14089,TS09AB6436,660
658835190447,INV-14090,TS09AB5320,890
496555910816,INV-14091,TS09AB7189,812
156167427385,INV-14092,TS09AB2905,763
916435091512,INV-14093,TS09AB3908,716
532189351650,INV-14094,TS09AB4427,845
539497087951,INV-14095,TS09AB6573,618
681681953054,INV-14096,TS09AB5321,189
773749729166,INV-14098,TS09AB9023,359
985064620329,INV-14099,TS09AB8410,580
475232852215,INV-14100,TS09AB4940,235
502262771086,INV-14104,TS09AB7307,213
769455071677,INV-14106,TS09AB6642,432
372403162682,INV-14108,TS09AB5519,724
926529486761,INV-14109,TS09AB6774,212
441857863863,INV-14110,TS09AB9406,536
880600692057,INV-14112,TS09AB3776,513
443824383740,INV-14113,TS09AB5464,171
204341482800,INV-14114,TS09AB6982,554
345903831970,INV-14115,TS09AB8472,782
274877213127,INV-14116,TS09AB7158,297
251427628548,INV-14117,TS09AB4291,751
812348993988,INV-14118,TS09AB8157,561
516427583304,INV-14119,TS09AB2538,23
881282734252,INV-14120,TS09AB5989,753
960741819482,INV-14121,TS09AB4721,998
768249400700,INV-14122,TS09AB2770,653
232030224345,INV-14123,TS09AB8681,644
950372507768,INV-14125,TS09AB5239,190
764040413324,INV-14126,TS09AB1842,382
768385493623,INV-14128,TS09AB4043,194
175480195833,INV-14129,TS09AB5144,654
718139966732,INV-14130,TS09AB9107,237
950903878982,INV-14131,TS09AB6216,684
357249372632,INV-14132,TS09AB4386,259
800381232119,INV-14133,TS09AB5775,907
120671392374,INV-14134,TS09AB8174,623
788432257058,INV-14135,TS09AB2132,427
931633385213,INV-14136,TS09AB3355,356
956245492375,INV-14139,TS09AB4080,464
482857993303,INV-14140,TS09AB8417,456
184249733558,INV-14141,TS09AB4429,466
894483721123,INV-14142,TS09AB2823,361
190749663872,INV-14143,TS09AB9199,656
200772183464,INV-14144,TS09AB5758,988
869223085843,INV-14145,TS09AB1215,852
283035676455,INV-14146,TS09AB5876,154
194723799943,INV-14147,TS09AB3787,622
807208217579,INV-14148,TS09AB7746,40
176653471572,INV-14149,TS09AB6014,894
337115243757,INV-14151,TS09AB2559,601
249220092334,INV-14152,TS09AB6335,405
294330769889,INV-14153,TS09AB2231,817
514067432902,INV-14154,TS09AB3535,967
521032920002,INV-14155,TS09AB1624,996
855303940927,INV-14156,TS09AB9191,845
590675327975,INV-14157,TS09AB3910,335
630432603950,INV-14158,TS09AB2681,692
543698050771,INV-14159,TS09AB7018,827
629547098205,INV-14161,TS09AB5317,959
825868335580,INV-14162,TS09AB1028,172
719963281729,INV-14163,TS09AB1355,714
603661209732,INV-14165,TS09AB7998,667
125248841091,INV-14167,TS09AB1367,585
808999313704,INV-14168,TS09AB7413,657
903113089865,INV-14169,TS09AB1546,662
434012809266,INV-14170,TS09AB9191,402
997094474376,INV-14171,TS09AB8020,282
503615214013,INV-14172,TS09AB4991,95
507314915913,INV-14173,TS09AB1156,934
479989863389,INV-14174,TS09AB7312,463
549010262295,INV-14175,TS09AB9058,765
836709192721,INV-14176,TS09AB8937,169
572371023194,INV-14177,TS09AB1029,722
143412147677,INV-14178,TS09AB7020,807
918963777642,INV-14179,TS09AB7410,453
328202737430,INV-14180,TS09AB2389,126
536032735632,INV-14181,TS09AB4292,936
863886311653,INV-14182,TS09AB4034,984
391398413876,INV-14183,TS09AB6590,92
269841316862,INV-14184,TS09AB1064,512
511185722547,INV-14185,TS09AB4478,423
855260627698,INV-14186,TS09AB3817,170
578503595956,INV-14187,TS09AB9646,412
692274574849,INV-14188,TS09AB7301,787
469872448625,INV-14189,TS09AB9041,558
832652716875,INV-14190,TS09AB6728,142
740649796943,INV-14191,TS09AB8408,658
872778931096,INV-14192,TS09AB4021,118
495804617741,INV-14193,TS09AB7566,730
351026134109,INV-14194,TS09AB2655,285
830089601921,INV-14196,TS09AB9198,168
424281188411,INV-14197,TS09AB5559,133
945836314534,INV-14198,TS09AB2507,713
261347977320,INV-14199,TS09AB8637,671
647034883368,INV-14200,TS09AB3504,856
711874991188,INV-14201,TS09AB5111,834
458840600133,INV-14202,TS09AB1903,529
823315503168,INV-14203,TS09AB5501,835
348413623684,INV-14204,TS09AB7386,846
114652088288,INV-14205,TS09AB6175,886
942694928542,INV-14206,TS09AB7501,952
388036807586,INV-14207,TS09AB2129,929
209540392107,INV-14208,TS09AB1962,804
325448375149,INV-14209,TS09AB8246,75
345952715793,INV-14210,TS09AB2151,768
398912343244,INV-14211,TS09AB6212,618
323000221848,INV-14212,TS09AB7176,476
290951704555,INV-14213,TS09AB1545,993
290587855560,INV-14215,TS09AB5261,13
761791397732,INV-14216,TS09AB8681,568
845944309444,INV-14218,TS09AB9911,570
558446153426,INV-14221,TS09AB1279,896
895202853603,INV-14223,TS09AB1616,407
113686951298,INV-14224,TS09AB7189,665
258971456551,INV-14225,TS09AB2926,526
359253516635,INV-14226,TS09AB7973,473
143021068480,INV-14227,TS09AB2182,84
302994250674,INV-14228,TS09AB5527,790
317493035822,INV-14229,TS09AB4007,703
328486519992,INV-14230,TS09AB9832,56
294928976039,INV-14231,TS09AB9435,14
321372279183,INV-14232,TS09AB8917,636
510931964844,INV-14233,TS09AB4366,383
939056301390,INV-14234,TS09AB5539,284
379742149046,INV-14235,TS09AB5160,711
576589338695,INV-14236,TS09AB1765,374
395718355295,INV-14237,TS09AB7302,53
696493863142,INV-14238,TS09AB3790,989
237982303314,INV-14239,TS09AB5175,108
518593213928,INV-14240,TS09AB3460,804
101307467602,INV-14242,TS09AB9699,270
528517209942,INV-14244,TS09AB3845,657
143316194983,INV-14245,TS09AB5651,400
704029787912,INV-14246,TS09AB9272,487
633175938925,INV-14247,TS09AB7514,763
713585905714,INV-14248,TS09AB3692,668
751744122847,INV-14249,TS09AB3151,37
879006924862,INV-14250,TS09AB7970,439
259927372631,INV-14251,TS09AB1464,33
744214007472,INV-14252,TS09AB5496,348
148379477768,INV-14253,TS09AB3721,580
810742035972,INV-14254,TS09AB6512,472
737846269897,INV-14255,TS09AB1082,83
260182366658,INV-14256,TS09AB6459,360
339569393386,INV-14257,TS09AB8046,112
725028694459,INV-14258,TS09AB6813,468
837678059742,INV-14259,TS09AB1428,735
759439328654,INV-14260,TS09AB1819,130
301469537674,INV-14261,TS09AB9797,248
516102400646,INV-14262,TS09AB7747,694
372416872005,INV-14263,TS09AB5759,365
